Категория *;Название *;Slug;H1;Title (SEO);Description (SEO);Толщина (мм);Ширина (мм);Состояние;Поверхность;Цена за кг (?) *;Срок поставки;Изображение
420;Лента нержавеющая 1.80x50 мм AISI 420 высоконагартованная BA;lenta-nerzhaveyuschaya-1-80x50-mm-aisi-420-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;1,8;50;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-1-80x50-mm-aisi-420-vysokonagartovannaya-ba.jpg
420;Лента нержавеющая 0.70x370 мм AISI 420 нагартованная 2BA;lenta-nerzhaveyuschaya-0-70x370-mm-aisi-420-nagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,7;370;Нагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-70x370-mm-aisi-420-nagartovannaya-2ba.jpg
420;Лента нержавеющая 0.60x160 мм AISI 420 высоконагартованная 2B;lenta-nerzhaveyuschaya-0-60x160-mm-aisi-420-vysokonagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,6;160;Высоконагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-60x160-mm-aisi-420-vysokonagartovannaya-2b.jpg
420;Лента нержавеющая 0.20x380 мм AISI 420 мягкая BA;lenta-nerzhaveyuschaya-0-20x380-mm-aisi-420-myagkaya-ba;сам впишу;сам впишу;сам впишу;0,2;380;Мягкая;BA;;В наличии;lenta-nerzhaveyuschaya-0-20x380-mm-aisi-420-myagkaya-ba.jpg
420;Лента нержавеющая 3.00x160 мм AISI 420 нагартованная 2BA;lenta-nerzhaveyuschaya-3-00x160-mm-aisi-420-nagartovannaya-2ba;сам впишу;сам впишу;сам впишу;3;160;Нагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-3-00x160-mm-aisi-420-nagartovannaya-2ba.jpg
420;Лента нержавеющая 2.00x200 мм AISI 420 высоконагартованная BA;lenta-nerzhaveyuschaya-2-00x200-mm-aisi-420-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;2;200;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-2-00x200-mm-aisi-420-vysokonagartovannaya-ba.jpg
420;Лента нержавеющая 3.50x50 мм AISI 420 мягкая BA;lenta-nerzhaveyuschaya-3-50x50-mm-aisi-420-myagkaya-ba;сам впишу;сам впишу;сам впишу;3,5;50;Мягкая;BA;;В наличии;lenta-nerzhaveyuschaya-3-50x50-mm-aisi-420-myagkaya-ba.jpg
420;Лента нержавеющая 0.12x300 мм AISI 420 нагартованная 2BA;lenta-nerzhaveyuschaya-0-12x300-mm-aisi-420-nagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,12;300;Нагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-12x300-mm-aisi-420-nagartovannaya-2ba.jpg
420;Лента нержавеющая 0.10x240 мм AISI 420 высоконагартованная 2B;lenta-nerzhaveyuschaya-0-10x240-mm-aisi-420-vysokonagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,1;240;Высоконагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-10x240-mm-aisi-420-vysokonagartovannaya-2b.jpg
420;Лента нержавеющая 0.60x10 мм AISI 420 мягкая 2BA;lenta-nerzhaveyuschaya-0-60x10-mm-aisi-420-myagkaya-2ba;сам впишу;сам впишу;сам впишу;0,6;10;Мягкая;2BA;;В наличии;lenta-nerzhaveyuschaya-0-60x10-mm-aisi-420-myagkaya-2ba.jpg
420;Лента нержавеющая 0.50x50 мм AISI 420 нагартованная 2B;lenta-nerzhaveyuschaya-0-50x50-mm-aisi-420-nagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,5;50;Нагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-50x50-mm-aisi-420-nagartovannaya-2b.jpg
420;Лента нержавеющая 3.50x170 мм AISI 420 высоконагартованная 2BA;lenta-nerzhaveyuschaya-3-50x170-mm-aisi-420-vysokonagartovannaya-2ba;сам впишу;сам впишу;сам впишу;3,5;170;Высоконагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-3-50x170-mm-aisi-420-vysokonagartovannaya-2ba.jpg
420;Лента нержавеющая 0.45x30 мм AISI 420 высоконагартованная BA;lenta-nerzhaveyuschaya-0-45x30-mm-aisi-420-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,45;30;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-45x30-mm-aisi-420-vysokonagartovannaya-ba.jpg
420;Лента нержавеющая 0.90x160 мм AISI 420 высоконагартованная 2BA;lenta-nerzhaveyuschaya-0-90x160-mm-aisi-420-vysokonagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,9;160;Высоконагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-90x160-mm-aisi-420-vysokonagartovannaya-2ba.jpg
420;Лента нержавеющая 3.00x350 мм AISI 420 высоконагартованная 2B;lenta-nerzhaveyuschaya-3-00x350-mm-aisi-420-vysokonagartovannaya-2b;сам впишу;сам впишу;сам впишу;3;350;Высоконагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-3-00x350-mm-aisi-420-vysokonagartovannaya-2b.jpg
420;Лента нержавеющая 0.08x110 мм AISI 420 высоконагартованная 2BA;lenta-nerzhaveyuschaya-0-08x110-mm-aisi-420-vysokonagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,08;110;Высоконагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-08x110-mm-aisi-420-vysokonagartovannaya-2ba.jpg
420;Лента нержавеющая 0.30x100 мм AISI 420 мягкая 2BA;lenta-nerzhaveyuschaya-0-30x100-mm-aisi-420-myagkaya-2ba;сам впишу;сам впишу;сам впишу;0,3;100;Мягкая;2BA;;В наличии;lenta-nerzhaveyuschaya-0-30x100-mm-aisi-420-myagkaya-2ba.jpg
420;Лента нержавеющая 0.50x35 мм AISI 420 высоконагартованная 2BA;lenta-nerzhaveyuschaya-0-50x35-mm-aisi-420-vysokonagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,5;35;Высоконагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-50x35-mm-aisi-420-vysokonagartovannaya-2ba.jpg
420;Лента нержавеющая 0.15x150 мм AISI 420 мягкая 2B;lenta-nerzhaveyuschaya-0-15x150-mm-aisi-420-myagkaya-2b;сам впишу;сам впишу;сам впишу;0,15;150;Мягкая;2B;;В наличии;lenta-nerzhaveyuschaya-0-15x150-mm-aisi-420-myagkaya-2b.jpg
420;Лента нержавеющая 0.35x20 мм AISI 420 нагартованная BA;lenta-nerzhaveyuschaya-0-35x20-mm-aisi-420-nagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,35;20;Нагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-35x20-mm-aisi-420-nagartovannaya-ba.jpg
420;Лента нержавеющая 0.40x230 мм AISI 420 мягкая 2B;lenta-nerzhaveyuschaya-0-40x230-mm-aisi-420-myagkaya-2b;сам впишу;сам впишу;сам впишу;0,4;230;Мягкая;2B;;В наличии;lenta-nerzhaveyuschaya-0-40x230-mm-aisi-420-myagkaya-2b.jpg
420;Лента нержавеющая 0.80x70 мм AISI 420 мягкая 2B;lenta-nerzhaveyuschaya-0-80x70-mm-aisi-420-myagkaya-2b;сам впишу;сам впишу;сам впишу;0,8;70;Мягкая;2B;;В наличии;lenta-nerzhaveyuschaya-0-80x70-mm-aisi-420-myagkaya-2b.jpg
420;Лента нержавеющая 0.08x200 мм AISI 420 высоконагартованная 2BA;lenta-nerzhaveyuschaya-0-08x200-mm-aisi-420-vysokonagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,08;200;Высоконагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-08x200-mm-aisi-420-vysokonagartovannaya-2ba.jpg
420;Лента нержавеющая 0.20x280 мм AISI 420 мягкая 2BA;lenta-nerzhaveyuschaya-0-20x280-mm-aisi-420-myagkaya-2ba;сам впишу;сам впишу;сам впишу;0,2;280;Мягкая;2BA;;В наличии;lenta-nerzhaveyuschaya-0-20x280-mm-aisi-420-myagkaya-2ba.jpg
420;Лента нержавеющая 1.50x120 мм AISI 420 мягкая 2BA;lenta-nerzhaveyuschaya-1-50x120-mm-aisi-420-myagkaya-2ba;сам впишу;сам впишу;сам впишу;1,5;120;Мягкая;2BA;;В наличии;lenta-nerzhaveyuschaya-1-50x120-mm-aisi-420-myagkaya-2ba.jpg
420;Лента нержавеющая 3.50x140 мм AISI 420 высоконагартованная 2BA;lenta-nerzhaveyuschaya-3-50x140-mm-aisi-420-vysokonagartovannaya-2ba;сам впишу;сам впишу;сам впишу;3,5;140;Высоконагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-3-50x140-mm-aisi-420-vysokonagartovannaya-2ba.jpg
420;Лента нержавеющая 0.15x25 мм AISI 420 нагартованная BA;lenta-nerzhaveyuschaya-0-15x25-mm-aisi-420-nagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,15;25;Нагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-15x25-mm-aisi-420-nagartovannaya-ba.jpg
420;Лента нержавеющая 1.00x230 мм AISI 420 нагартованная 2BA;lenta-nerzhaveyuschaya-1-00x230-mm-aisi-420-nagartovannaya-2ba;сам впишу;сам впишу;сам впишу;1;230;Нагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-1-00x230-mm-aisi-420-nagartovannaya-2ba.jpg
420;Лента нержавеющая 0.60x150 мм AISI 420 нагартованная 2B;lenta-nerzhaveyuschaya-0-60x150-mm-aisi-420-nagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,6;150;Нагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-60x150-mm-aisi-420-nagartovannaya-2b.jpg
420;Лента нержавеющая 0.70x200 мм AISI 420 нагартованная 2BA;lenta-nerzhaveyuschaya-0-70x200-mm-aisi-420-nagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,7;200;Нагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-70x200-mm-aisi-420-nagartovannaya-2ba.jpg
420;Лента нержавеющая 1.00x140 мм AISI 420 высоконагартованная 2B;lenta-nerzhaveyuschaya-1-00x140-mm-aisi-420-vysokonagartovannaya-2b;сам впишу;сам впишу;сам впишу;1;140;Высоконагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-1-00x140-mm-aisi-420-vysokonagartovannaya-2b.jpg
420;Лента нержавеющая 0.45x130 мм AISI 420 высоконагартованная 2B;lenta-nerzhaveyuschaya-0-45x130-mm-aisi-420-vysokonagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,45;130;Высоконагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-45x130-mm-aisi-420-vysokonagartovannaya-2b.jpg
431;Лента нержавеющая 1.80x20 мм AISI 431 высоконагартованная 2BA;lenta-nerzhaveyuschaya-1-80x20-mm-aisi-431-vysokonagartovannaya-2ba;сам впишу;сам впишу;сам впишу;1,8;20;Высоконагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-1-80x20-mm-aisi-431-vysokonagartovannaya-2ba.jpg
431;Лента нержавеющая 0.70x140 мм AISI 431 высоконагартованная 2B;lenta-nerzhaveyuschaya-0-70x140-mm-aisi-431-vysokonagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,7;140;Высоконагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-70x140-mm-aisi-431-vysokonagartovannaya-2b.jpg
431;Лента нержавеющая 3.50x80 мм AISI 431 нагартованная 2BA;lenta-nerzhaveyuschaya-3-50x80-mm-aisi-431-nagartovannaya-2ba;сам впишу;сам впишу;сам впишу;3,5;80;Нагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-3-50x80-mm-aisi-431-nagartovannaya-2ba.jpg
431;Лента нержавеющая 1.80x45 мм AISI 431 мягкая 2BA;lenta-nerzhaveyuschaya-1-80x45-mm-aisi-431-myagkaya-2ba;сам впишу;сам впишу;сам впишу;1,8;45;Мягкая;2BA;;В наличии;lenta-nerzhaveyuschaya-1-80x45-mm-aisi-431-myagkaya-2ba.jpg
431;Лента нержавеющая 1.50x150 мм AISI 431 мягкая BA;lenta-nerzhaveyuschaya-1-50x150-mm-aisi-431-myagkaya-ba;сам впишу;сам впишу;сам впишу;1,5;150;Мягкая;BA;;В наличии;lenta-nerzhaveyuschaya-1-50x150-mm-aisi-431-myagkaya-ba.jpg
431;Лента нержавеющая 1.00x45 мм AISI 431 нагартованная 2B;lenta-nerzhaveyuschaya-1-00x45-mm-aisi-431-nagartovannaya-2b;сам впишу;сам впишу;сам впишу;1;45;Нагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-1-00x45-mm-aisi-431-nagartovannaya-2b.jpg
431;Лента нержавеющая 0.35x220 мм AISI 431 мягкая 2B;lenta-nerzhaveyuschaya-0-35x220-mm-aisi-431-myagkaya-2b;сам впишу;сам впишу;сам впишу;0,35;220;Мягкая;2B;;В наличии;lenta-nerzhaveyuschaya-0-35x220-mm-aisi-431-myagkaya-2b.jpg
431;Лента нержавеющая 0.12x350 мм AISI 431 высоконагартованная BA;lenta-nerzhaveyuschaya-0-12x350-mm-aisi-431-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,12;350;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-12x350-mm-aisi-431-vysokonagartovannaya-ba.jpg
431;Лента нержавеющая 0.80x60 мм AISI 431 нагартованная BA;lenta-nerzhaveyuschaya-0-80x60-mm-aisi-431-nagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,8;60;Нагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-80x60-mm-aisi-431-nagartovannaya-ba.jpg
431;Лента нержавеющая 3.50x170 мм AISI 431 нагартованная 2B;lenta-nerzhaveyuschaya-3-50x170-mm-aisi-431-nagartovannaya-2b;сам впишу;сам впишу;сам впишу;3,5;170;Нагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-3-50x170-mm-aisi-431-nagartovannaya-2b.jpg
431;Лента нержавеющая 0.08x50 мм AISI 431 высоконагартованная 2B;lenta-nerzhaveyuschaya-0-08x50-mm-aisi-431-vysokonagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,08;50;Высоконагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-08x50-mm-aisi-431-vysokonagartovannaya-2b.jpg
431;Лента нержавеющая 2.50x210 мм AISI 431 нагартованная 2BA;lenta-nerzhaveyuschaya-2-50x210-mm-aisi-431-nagartovannaya-2ba;сам впишу;сам впишу;сам впишу;2,5;210;Нагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-2-50x210-mm-aisi-431-nagartovannaya-2ba.jpg
431;Лента нержавеющая 0.08x210 мм AISI 431 нагартованная 2B;lenta-nerzhaveyuschaya-0-08x210-mm-aisi-431-nagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,08;210;Нагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-08x210-mm-aisi-431-nagartovannaya-2b.jpg
431;Лента нержавеющая 0.90x190 мм AISI 431 высоконагартованная 2BA;lenta-nerzhaveyuschaya-0-90x190-mm-aisi-431-vysokonagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,9;190;Высоконагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-90x190-mm-aisi-431-vysokonagartovannaya-2ba.jpg
431;Лента нержавеющая 1.80x200 мм AISI 431 нагартованная 2BA;lenta-nerzhaveyuschaya-1-80x200-mm-aisi-431-nagartovannaya-2ba;сам впишу;сам впишу;сам впишу;1,8;200;Нагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-1-80x200-mm-aisi-431-nagartovannaya-2ba.jpg
431;Лента нержавеющая 0.10x100 мм AISI 431 мягкая BA;lenta-nerzhaveyuschaya-0-10x100-mm-aisi-431-myagkaya-ba;сам впишу;сам впишу;сам впишу;0,1;100;Мягкая;BA;;В наличии;lenta-nerzhaveyuschaya-0-10x100-mm-aisi-431-myagkaya-ba.jpg
431;Лента нержавеющая 1.20x370 мм AISI 431 высоконагартованная BA;lenta-nerzhaveyuschaya-1-20x370-mm-aisi-431-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;1,2;370;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-1-20x370-mm-aisi-431-vysokonagartovannaya-ba.jpg
431;Лента нержавеющая 0.20x25 мм AISI 431 нагартованная 2BA;lenta-nerzhaveyuschaya-0-20x25-mm-aisi-431-nagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,2;25;Нагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-20x25-mm-aisi-431-nagartovannaya-2ba.jpg
431;Лента нержавеющая 2.00x220 мм AISI 431 мягкая 2B;lenta-nerzhaveyuschaya-2-00x220-mm-aisi-431-myagkaya-2b;сам впишу;сам впишу;сам впишу;2;220;Мягкая;2B;;В наличии;lenta-nerzhaveyuschaya-2-00x220-mm-aisi-431-myagkaya-2b.jpg
431;Лента нержавеющая 0.06x15 мм AISI 431 нагартованная BA;lenta-nerzhaveyuschaya-0-06x15-mm-aisi-431-nagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,06;15;Нагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-06x15-mm-aisi-431-nagartovannaya-ba.jpg
431;Лента нержавеющая 0.10x35 мм AISI 431 высоконагартованная 2B;lenta-nerzhaveyuschaya-0-10x35-mm-aisi-431-vysokonagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,1;35;Высоконагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-10x35-mm-aisi-431-vysokonagartovannaya-2b.jpg
431;Лента нержавеющая 0.12x200 мм AISI 431 нагартованная BA;lenta-nerzhaveyuschaya-0-12x200-mm-aisi-431-nagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,12;200;Нагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-12x200-mm-aisi-431-nagartovannaya-ba.jpg
431;Лента нержавеющая 1.80x350 мм AISI 431 высоконагартованная BA;lenta-nerzhaveyuschaya-1-80x350-mm-aisi-431-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;1,8;350;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-1-80x350-mm-aisi-431-vysokonagartovannaya-ba.jpg
431;Лента нержавеющая 2.50x220 мм AISI 431 мягкая 2BA;lenta-nerzhaveyuschaya-2-50x220-mm-aisi-431-myagkaya-2ba;сам впишу;сам впишу;сам впишу;2,5;220;Мягкая;2BA;;В наличии;lenta-nerzhaveyuschaya-2-50x220-mm-aisi-431-myagkaya-2ba.jpg
431;Лента нержавеющая 4.00x220 мм AISI 431 мягкая BA;lenta-nerzhaveyuschaya-4-00x220-mm-aisi-431-myagkaya-ba;сам впишу;сам впишу;сам впишу;4;220;Мягкая;BA;;В наличии;lenta-nerzhaveyuschaya-4-00x220-mm-aisi-431-myagkaya-ba.jpg
431;Лента нержавеющая 2.00x240 мм AISI 431 мягкая BA;lenta-nerzhaveyuschaya-2-00x240-mm-aisi-431-myagkaya-ba;сам впишу;сам впишу;сам впишу;2;240;Мягкая;BA;;В наличии;lenta-nerzhaveyuschaya-2-00x240-mm-aisi-431-myagkaya-ba.jpg
431;Лента нержавеющая 0.40x35 мм AISI 431 нагартованная 2BA;lenta-nerzhaveyuschaya-0-40x35-mm-aisi-431-nagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,4;35;Нагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-40x35-mm-aisi-431-nagartovannaya-2ba.jpg
431;Лента нержавеющая 0.90x180 мм AISI 431 нагартованная 2B;lenta-nerzhaveyuschaya-0-90x180-mm-aisi-431-nagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,9;180;Нагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-90x180-mm-aisi-431-nagartovannaya-2b.jpg
431;Лента нержавеющая 0.25x80 мм AISI 431 нагартованная 2B;lenta-nerzhaveyuschaya-0-25x80-mm-aisi-431-nagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,25;80;Нагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-25x80-mm-aisi-431-nagartovannaya-2b.jpg
431;Лента нержавеющая 0.08x90 мм AISI 431 высоконагартованная 2BA;lenta-nerzhaveyuschaya-0-08x90-mm-aisi-431-vysokonagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,08;90;Высоконагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-08x90-mm-aisi-431-vysokonagartovannaya-2ba.jpg
431;Лента нержавеющая 1.20x20 мм AISI 431 мягкая BA;lenta-nerzhaveyuschaya-1-20x20-mm-aisi-431-myagkaya-ba;сам впишу;сам впишу;сам впишу;1,2;20;Мягкая;BA;;В наличии;lenta-nerzhaveyuschaya-1-20x20-mm-aisi-431-myagkaya-ba.jpg
431;Лента нержавеющая 0.12x380 мм AISI 431 мягкая 2B;lenta-nerzhaveyuschaya-0-12x380-mm-aisi-431-myagkaya-2b;сам впишу;сам впишу;сам впишу;0,12;380;Мягкая;2B;;В наличии;lenta-nerzhaveyuschaya-0-12x380-mm-aisi-431-myagkaya-2b.jpg
431;Лента нержавеющая 4.00x90 мм AISI 431 мягкая 2BA;lenta-nerzhaveyuschaya-4-00x90-mm-aisi-431-myagkaya-2ba;сам впишу;сам впишу;сам впишу;4;90;Мягкая;2BA;;В наличии;lenta-nerzhaveyuschaya-4-00x90-mm-aisi-431-myagkaya-2ba.jpg
431;Лента нержавеющая 4.00x170 мм AISI 431 высоконагартованная 2B;lenta-nerzhaveyuschaya-4-00x170-mm-aisi-431-vysokonagartovannaya-2b;сам впишу;сам впишу;сам впишу;4;170;Высоконагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-4-00x170-mm-aisi-431-vysokonagartovannaya-2b.jpg
431;Лента нержавеющая 0.05x130 мм AISI 431 мягкая 2B;lenta-nerzhaveyuschaya-0-05x130-mm-aisi-431-myagkaya-2b;сам впишу;сам впишу;сам впишу;0,05;130;Мягкая;2B;;В наличии;lenta-nerzhaveyuschaya-0-05x130-mm-aisi-431-myagkaya-2b.jpg
431;Лента нержавеющая 0.90x70 мм AISI 431 высоконагартованная 2B;lenta-nerzhaveyuschaya-0-90x70-mm-aisi-431-vysokonagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,9;70;Высоконагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-90x70-mm-aisi-431-vysokonagartovannaya-2b.jpg
431;Лента нержавеющая 0.05x45 мм AISI 431 нагартованная 2B;lenta-nerzhaveyuschaya-0-05x45-mm-aisi-431-nagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,05;45;Нагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-05x45-mm-aisi-431-nagartovannaya-2b.jpg
431;Лента нержавеющая 3.50x400 мм AISI 431 мягкая BA;lenta-nerzhaveyuschaya-3-50x400-mm-aisi-431-myagkaya-ba;сам впишу;сам впишу;сам впишу;3,5;400;Мягкая;BA;;В наличии;lenta-nerzhaveyuschaya-3-50x400-mm-aisi-431-myagkaya-ba.jpg
431;Лента нержавеющая 0.15x120 мм AISI 431 мягкая 2B;lenta-nerzhaveyuschaya-0-15x120-mm-aisi-431-myagkaya-2b;сам впишу;сам впишу;сам впишу;0,15;120;Мягкая;2B;;В наличии;lenta-nerzhaveyuschaya-0-15x120-mm-aisi-431-myagkaya-2b.jpg
431;Лента нержавеющая 2.50x40 мм AISI 431 мягкая 2BA;lenta-nerzhaveyuschaya-2-50x40-mm-aisi-431-myagkaya-2ba;сам впишу;сам впишу;сам впишу;2,5;40;Мягкая;2BA;;В наличии;lenta-nerzhaveyuschaya-2-50x40-mm-aisi-431-myagkaya-2ba.jpg
441;Лента нержавеющая 0.70x190 мм AISI 441 высоконагартованная 2BA;lenta-nerzhaveyuschaya-0-70x190-mm-aisi-441-vysokonagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,7;190;Высоконагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-70x190-mm-aisi-441-vysokonagartovannaya-2ba.jpg
441;Лента нержавеющая 0.10x240 мм AISI 441 мягкая 2BA;lenta-nerzhaveyuschaya-0-10x240-mm-aisi-441-myagkaya-2ba;сам впишу;сам впишу;сам впишу;0,1;240;Мягкая;2BA;;В наличии;lenta-nerzhaveyuschaya-0-10x240-mm-aisi-441-myagkaya-2ba.jpg
441;Лента нержавеющая 1.20x1250 мм AISI 441 нагартованная BA;lenta-nerzhaveyuschaya-1-20x1250-mm-aisi-441-nagartovannaya-ba;сам впишу;сам впишу;сам впишу;1,2;1250;Нагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-1-20x1250-mm-aisi-441-nagartovannaya-ba.jpg
441;Лента нержавеющая 1.50x20 мм AISI 441 нагартованная BA;lenta-nerzhaveyuschaya-1-50x20-mm-aisi-441-nagartovannaya-ba;сам впишу;сам впишу;сам впишу;1,5;20;Нагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-1-50x20-mm-aisi-441-nagartovannaya-ba.jpg
441;Лента нержавеющая 0.50x35 мм AISI 441 высоконагартованная BA;lenta-nerzhaveyuschaya-0-50x35-mm-aisi-441-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,5;35;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-50x35-mm-aisi-441-vysokonagartovannaya-ba.jpg
441;Лента нержавеющая 0.60x25 мм AISI 441 нагартованная 2B;lenta-nerzhaveyuschaya-0-60x25-mm-aisi-441-nagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,6;25;Нагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-60x25-mm-aisi-441-nagartovannaya-2b.jpg
441;Лента нержавеющая 1.20x45 мм AISI 441 высоконагартованная BA;lenta-nerzhaveyuschaya-1-20x45-mm-aisi-441-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;1,2;45;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-1-20x45-mm-aisi-441-vysokonagartovannaya-ba.jpg
441;Лента нержавеющая 1.50x160 мм AISI 441 высоконагартованная BA;lenta-nerzhaveyuschaya-1-50x160-mm-aisi-441-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;1,5;160;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-1-50x160-mm-aisi-441-vysokonagartovannaya-ba.jpg
441;Лента нержавеющая 0.80x300 мм AISI 441 нагартованная 2BA;lenta-nerzhaveyuschaya-0-80x300-mm-aisi-441-nagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,8;300;Нагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-80x300-mm-aisi-441-nagartovannaya-2ba.jpg
441;Лента нержавеющая 0.10x40 мм AISI 441 высоконагартованная 2BA;lenta-nerzhaveyuschaya-0-10x40-mm-aisi-441-vysokonagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,1;40;Высоконагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-10x40-mm-aisi-441-vysokonagartovannaya-2ba.jpg
441;Лента нержавеющая 3.00x90 мм AISI 441 нагартованная BA;lenta-nerzhaveyuschaya-3-00x90-mm-aisi-441-nagartovannaya-ba;сам впишу;сам впишу;сам впишу;3;90;Нагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-3-00x90-mm-aisi-441-nagartovannaya-ba.jpg
441;Лента нержавеющая 0.20x220 мм AISI 441 нагартованная BA;lenta-nerzhaveyuschaya-0-20x220-mm-aisi-441-nagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,2;220;Нагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-20x220-mm-aisi-441-nagartovannaya-ba.jpg
